1625740853937, 2-2, 2, 2, 2, 2, 1, 26, 0, 1, 0, 0, 49, 147, 15213016;
1625740853997, 2-4, 2, 4, 2, 2, 1, 38, 0, 0, 0, 0, 84, 134, 20951864;
1625740854148, 2-2, 2, 2, 2, 2, 2, 41, 0, 0, 103, 0, 34, 210, 29542024;
1625740854218, 2-4, 2, 4, 2, 2, 2, 112, 5, 0, 11, 0, 75, 221, 47960512;
1625740854271, 2-2, 2, 2, 3, 4, 1, 32, 0, 0, 0, 0, 44, 87, 44994192;
1625740854408, 2-2, 2, 2, 3, 4, 2, 40, 6, 0, 17, 0, 56, 137, 68184024;
1625740854476, 2-4, 2, 4, 3, 6, 1, 54, 0, 0, 0, 0, 127, 197, 88413440;
1625740854551, 2-2, 2, 2, 4, 6, 1, 29, 0, 0, 0, 0, 70, 117, 90842384;
1625740854745, 2-2, 2, 2, 4, 6, 2, 68, 6, 0, 16, 0, 76, 194, 127188344;
1625740854837, 2-2, 2, 2, 2, 2, 1, 19, 0, 1, 0, 0, 32, 61, 136751816;
1625740854837, 2-4, 2, 4, 3, 4, 2, 154, 7, 0, 53, 0, 125, 361, 150883984;
1625740854939, 2-2, 2, 2, 2, 2, 2, 41, 4, 0, 12, 0, 29, 102, 148834864;
1625740855083, 2-2, 2, 2, 3, 4, 1, 31, 0, 0, 0, 0, 64, 107, 163836536;
1625740855222, 2-4, 2, 4, 4, 8, 1, 62, 0, 0, 0, 0, 227, 338, 212395488;
1625740855246, 2-2, 2, 2, 3, 4, 2, 64, 5, 0, 11, 0, 62, 163, 185976368;
1625740855395, 2-2, 2, 2, 4, 6, 1, 33, 0, 0, 0, 0, 78, 119, 208596456;
1625740855620, 2-2, 2, 2, 4, 6, 2, 72, 5, 0, 10, 17, 119, 225, 246041552;
1625740855673, 2-4, 2, 4, 4, 8, 2, 190, 12, 0, 14, 1, 211, 451, 315855584;
1625740855690, 2-2, 2, 2, 2, 2, 1, 13, 0, 0, 1, 0, 20, 39, 255530800;
1625740855763, 2-2, 2, 2, 2, 2, 2, 18, 3, 0, 7, 0, 24, 73, 266216464;
1625740855817, 2-4, 2, 4, 2, 3, 1, 27, 0, 0, 0, 0, 74, 109, 337660640;
1625740855874, 2-2, 2, 2, 3, 4, 1, 25, 0, 0, 0, 0, 52, 83, 281379560;
1625740856034, 2-4, 2, 4, 2, 2, 2, 78, 3, 0, 6, 0, 82, 217, 364877280;
1625740856047, 2-2, 2, 2, 3, 4, 2, 37, 3, 0, 20, 0, 54, 173, 304579976;
1625740856222, 2-2, 2, 2, 4, 6, 1, 31, 0, 0, 0, 0, 68, 108, 327039960;
1625740856262, 2-4, 2, 4, 3, 5, 1, 39, 0, 0, 0, 0, 119, 171, 403275408;
1625740856481, 2-2, 2, 2, 4, 6, 2, 85, 7, 0, 37, 0, 94, 259, 360796112;
1625740856758, 2-4, 2, 4, 3, 6, 2, 273, 10, 1, 19, 0, 162, 496, 469841640;
1625740857086, 2-4, 2, 4, 4, 8, 1, 68, 0, 1, 0, 0, 210, 289, 530831232;
1625740857559, 2-4, 2, 4, 4, 9, 2, 201, 13, 1, 23, 0, 209, 473, 631952616;
1625740857716, 2-4, 2, 4, 2, 3, 1, 28, 0, 0, 0, 0, 77, 115, 653618864;
1625740857968, 2-4, 2, 4, 2, 3, 2, 104, 20, 0, 23, 0, 84, 252, 681923544;
1625740858246, 2-4, 2, 4, 3, 6, 1, 65, 0, 0, 0, 0, 146, 223, 720588376;
1625740858606, 2-4, 2, 4, 3, 6, 2, 160, 8, 0, 11, 0, 164, 360, 777845872;
1625740858918, 2-4, 2, 4, 4, 7, 1, 64, 0, 0, 0, 0, 200, 276, 837710808;
1625740859380, 2-4, 2, 4, 4, 8, 2, 208, 10, 0, 16, 0, 194, 462, 937448152;
