id,concepts,relations,elements,role,scene,encoding&recognition [ms],learning&structuring [ms]
1625844676350,4,6,19,47,21,50207,1133524
1625844989933,4,8,19,47,21,66001,994336
1625846247038,4,6,19,44,22,55063,1454239
1625846316716,4,6,33,85,1,8055,0
1625846433998,4,6,33,80,2,59385,59
1625846462725,4,8,19,45,22,70802,1325107
1625846549982,4,6,33,82,3,57517,368
1625846572859,4,8,33,76,1,9993,0
1625846661909,4,6,33,79,4,55693,744
1625846765506,4,8,33,80,2,96643,40
1625846778938,4,6,33,82,5,58801,1569
1625846896673,4,6,33,81,6,56951,2498
1625846946757,4,8,33,78,3,94404,262
1625847013000,4,6,33,76,7,52208,6021
1625847129833,4,8,33,82,4,87658,531
1625847137218,4,6,33,82,8,55367,9103
1625847274979,4,6,33,87,9,58616,19962
1625847327392,4,8,33,80,5,96970,1389
1625847426527,4,6,33,76,10,61341,31591
1625847516792,4,8,33,81,6,93845,3457
1625847596995,4,6,33,80,11,58170,51347
1625847711353,4,8,33,78,7,94329,5985
1625847791371,4,6,33,80,12,60669,76036
1625847907101,4,8,33,79,8,89863,10345
1625848021719,4,6,33,81,13,58210,112764
1625848106119,4,8,33,87,9,91130,14810
1625848303853,4,6,33,78,14,66269,156709
1625848307476,4,8,33,83,10,89863,26209
1625848538089,4,8,33,85,11,92972,45989
1625848686048,4,6,33,81,15,63025,252409
1625848796216,4,8,33,83,12,93838,69398
1625849099564,4,8,33,77,13,96164,108409
1625849264330,4,6,33,82,16,64266,444529
1625849471531,4,8,33,79,14,100935,163756
1625849960304,4,8,33,79,15,106660,275969
1625849967970,4,6,33,82,17,70541,565376
1625850506155,4,8,33,76,16,104503,334554
1625850666661,4,6,33,79,18,75358,544850
1625851266259,4,8,33,79,17,113296,506786
1625851828576,4,6,33,79,19,77746,1000152
1625852245958,4,8,33,79,18,135731,704540
1625852913180,4,6,33,74,20,82221,913951
1625853424107,4,8,33,83,19,135414,889959
1625854482958,4,6,33,81,21,97444,1362609
1625855002820,4,8,33,81,20,152162,1276178
1625856589669,4,6,33,78,22,107383,1882357
1625856966292,4,8,33,81,21,154414,1652459
1625859010929,4,8,33,80,22,157719,1717072
1625836816667,6,4,10,22,1,1656,3
1625836822990,6,6,10,22,1,2423,1
1625836826683,6,4,10,22,2,5140,82
1625836835489,6,4,10,20,3,4060,116
1625836837804,6,6,10,19,2,7608,30
1625836845102,6,4,10,25,4,3839,468
1625836854814,6,6,10,25,3,8597,140
1625836855241,6,4,10,21,5,4793,724
1625836867344,6,4,10,24,6,5818,1705
1625836872579,6,6,10,23,4,9648,370
1625836882393,6,4,10,23,7,4679,4696
1625836893820,6,6,10,22,5,10225,1066
1625836901270,6,4,10,22,8,5270,6863
1625836915940,6,6,10,21,6,12671,1606
1625836920209,6,4,10,24,9,6421,7025
1625836936285,6,6,10,22,7,9601,2709
1625836943332,6,4,10,23,10,5713,11779
1625836960860,6,6,10,21,8,10068,4934
1625836975178,6,4,10,24,11,5751,19802
1625836987817,6,6,10,24,9,8600,8995
1625837022680,6,4,10,24,12,6149,34329
1625837024228,6,6,10,24,10,10514,15053
1625837071117,6,6,10,21,11,9723,25685
1625837089158,6,4,10,23,13,8488,49353
1625837126902,6,6,10,23,12,10132,33985
1625837174109,6,4,10,21,14,7383,69176
1625837206898,6,6,10,24,13,12459,53895
1625837294121,6,4,10,22,15,9671,100012
1625837307309,6,6,10,24,14,12952,74176
1625837439372,6,6,10,23,15,16394,100401
1625837454512,6,4,10,23,16,11210,136003
1625837608555,6,6,10,22,16,17236,133940
1625837657610,6,4,10,25,17,14061,172983
1625837837345,6,6,10,24,17,18862,192152
1625837900168,6,4,10,22,18,4958,231682
1625838157394,6,6,10,22,18,17123,280725
1625838231926,6,4,10,23,19,15560,295196
1625838536112,6,6,10,24,19,19242,335897
1625838669460,6,4,10,22,20,22269,393318
1625839048141,6,6,10,22,20,23680,460807
1625839228636,6,4,10,24,21,18720,518313
1625839601596,6,6,10,21,21,24260,496986
1625839877187,6,4,10,22,22,22205,601145
1625839894620,6,4,19,45,1,2961,0
1625839919296,6,4,19,48,2,13208,42
1625839945012,6,4,19,46,3,12818,187
1625839972961,6,4,19,47,4,13460,693
1625840006961,6,4,19,46,5,16192,1685
1625840040350,6,4,19,46,6,16119,2909
1625840074866,6,4,19,46,7,12785,5205
1625840120144,6,4,19,45,8,18079,12067
1625840168234,6,4,19,47,9,15297,17541
1625840225430,6,4,19,40,10,14776,26888
1625840306621,6,4,19,44,11,16651,46619
1625840318708,6,6,10,23,22,30524,654984
1625840347014,6,6,19,43,1,5619,0
1625840404278,6,6,19,48,2,29733,34
1625840417043,6,4,19,48,12,17760,71875
1625840460949,6,6,19,48,3,28611,184
1625840517820,6,6,19,43,4,25266,422
1625840560940,6,4,19,42,13,19711,104447
1625840574838,6,6,19,45,5,28632,1055
1625840637924,6,6,19,45,6,31641,2286
1625840699146,6,6,19,46,7,30713,4345
1625840750754,6,4,19,45,14,19406,147263
1625840769102,6,6,19,48,8,28546,10736
1625840843135,6,6,19,45,9,30658,13389
1625840932885,6,6,19,46,10,29119,27929
1625841022464,6,4,19,45,15,24032,222969
1625841040078,6,6,19,47,11,30741,42893
1625841162152,6,6,19,47,12,29826,60522
1625841330356,6,6,19,48,13,33824,98157
1625841379713,6,4,19,45,16,25092,303021
1625841560300,6,6,19,41,14,39736,153376
1625841872907,6,6,19,46,15,35227,234115
1625841892977,6,4,19,45,17,14713,480867
1625842281527,6,6,19,41,16,46145,311405
1625842602858,6,4,19,45,18,31073,646879
1625842918705,6,6,19,43,17,45539,545695
1625843543904,6,4,19,43,19,32750,870473
1625843670265,6,6,19,41,18,44927,655564
1625844456265,6,6,19,43,19,52114,672714
1625844524348,6,4,19,46,20,32676,906839
1625845539727,6,6,19,42,20,57754,965634
1625845828403,6,4,19,44,21,45742,1209114
1625846923144,6,6,19,47,21,56975,1259609
1625847825412,6,4,19,46,22,51289,1896221
1625847876303,6,4,33,81,1,7986,0
1625847963125,6,4,33,82,2,44259,50
1625848048085,6,4,33,81,3,41715,390
1625848130393,6,4,33,76,4,41257,789
1625848210467,6,4,33,79,5,38885,1571
1625848295450,6,4,33,80,6,39290,3280
1625848385243,6,4,33,83,7,42263,6702
1625848482211,6,4,33,78,8,41695,14700
1625848594774,6,4,33,83,9,42087,25229
1625848674640,6,6,19,44,22,66403,1616328
1625848727057,6,4,33,84,10,44849,41597
1625848769337,6,6,33,82,1,10576,0
1625848881347,6,4,33,73,11,44436,65615
1625848937958,6,6,33,77,2,83617,49
1625849079706,6,4,33,80,12,44215,107271
1625849107149,6,6,33,82,3,83420,270
1625849274701,6,6,33,77,4,84249,963
1625849342508,6,4,33,77,13,45579,168263
1625849442806,6,6,33,81,5,82757,1977
1625849619197,6,6,33,82,6,85806,5192
1625849766857,6,4,33,79,14,54920,316390
1625849800626,6,6,33,79,7,89013,7076
1625849977189,6,6,33,79,8,83131,15016
1625850160144,6,6,33,72,9,79245,24706
1625850229060,6,4,33,81,15,51618,359893
1625850372384,6,6,33,85,10,83527,43484
1625850606735,6,6,33,78,11,84108,65094
1625850871172,6,4,33,81,16,51336,530020
1625850904759,6,6,33,77,12,86306,115507
1625851314867,6,6,33,80,13,95242,218693
1625851818876,6,4,33,83,17,55416,835254
1625851931346,6,6,33,79,14,98524,422331
1625852608144,6,6,33,78,15,96654,478631
1625852711636,6,4,33,78,18,55821,770316
1625853662568,6,6,33,83,16,98597,844994
1625854083438,6,4,33,77,19,67585,1238800
1625854573429,6,6,33,79,17,105098,700884
1625855509457,6,4,33,80,20,68685,1281764
1625855867244,6,6,33,80,18,97133,1083228
1625857352976,6,4,33,76,21,74994,1688653
1625857617122,6,6,33,75,19,126872,1504120
1625859758322,6,6,33,79,20,124804,1882435
1625860202659,6,4,33,83,22,77614,2690654
1625863129823,6,6,33,80,21,124422,3112928
1625865814296,6,6,33,80,22,126598,2425203
1625837025115,8,6,10,21,1,2839,2
1625837048284,8,6,10,24,2,11158,46
1625837071352,8,6,10,24,3,11967,162
1625837093294,8,6,10,22,4,11227,311
1625837116705,8,6,10,24,5,11806,840
1625837144265,8,6,10,23,6,11499,2489
1625837169752,8,6,10,21,7,10987,2715
1625837198439,8,6,10,22,8,12062,5847
1625837234074,8,6,10,23,9,11869,11259
1625837273368,8,6,10,20,10,11233,16023
1625837320623,8,6,10,20,11,11078,21302
1625837372025,8,6,10,22,12,14255,25435
1625837439729,8,6,10,21,13,12977,39429
1625837531459,8,6,10,20,14,15246,59440
1625837651371,8,6,10,22,15,15656,85312
1625837813000,8,6,10,25,16,18175,123230
1625837994237,8,6,10,22,17,12960,155113
1625838268252,8,6,10,19,18,21331,227938
1625838567400,8,6,10,22,19,25387,246642
1625838888187,8,6,10,23,20,12269,294028
1625839329307,8,6,10,20,21,31683,379001
1625839896460,8,6,10,22,22,32297,493146
1625839937270,8,6,19,44,1,6575,1
1625840010185,8,6,19,45,2,35511,55
1625840086233,8,6,19,48,3,33190,184
1625840160974,8,6,19,46,4,38737,577
1625840235850,8,6,19,44,5,37753,1751
1625840319919,8,6,19,48,6,41369,3672
1625840408146,8,6,19,47,7,37287,9102
1625840503357,8,6,19,44,8,41452,13672
1625840615868,8,6,19,47,9,43282,24546
1625840728328,8,6,19,45,10,40831,30852
1625840879201,8,6,19,41,11,46421,54971
1625841065485,8,6,19,43,12,50389,87947
1625841295785,8,6,19,44,13,45270,133600
1625841600727,8,6,19,43,14,51850,200766
1625842038280,8,6,19,46,15,49675,335909
1625842476944,8,6,19,44,16,50799,337879
1625843035032,8,6,19,45,17,48653,435973
1625843987944,8,6,19,48,18,66763,817649
1625845129972,8,6,19,46,19,69437,988250
1625846475787,8,6,19,46,20,78399,1187697
1625849669803,8,6,19,44,21,82711,3027960
1625853999804,8,6,19,46,22,82429,4156719
1625854136968,8,6,33,75,1,14347,0
1625854382840,8,6,33,78,2,123995,58
1625854604036,8,6,33,77,3,113368,461
1625854837036,8,6,33,80,4,111355,1261
1625855072691,8,6,33,84,5,115142,2457
1625855311296,8,6,33,82,6,116717,2670
1625855535767,8,6,33,85,7,108654,8717
1625855776678,8,6,33,78,8,109721,15353
1625856032649,8,6,33,79,9,111883,20709
1625856329074,8,6,33,82,10,126208,49928
1625856659273,8,6,33,80,11,131247,76203
1625857021679,8,6,33,76,12,115165,125703
1625857518302,8,6,33,82,13,113286,265471
1625858184500,8,6,33,82,14,121747,415627
1625858985750,8,6,33,83,15,121973,552957
1625860031168,8,6,33,83,16,124390,785646
1625861294321,8,6,33,78,17,132282,989217
1625862955983,8,6,33,79,18,128435,1396048
1625865473122,8,6,33,79,19,139689,2226578
1625868710916,8,6,33,81,20,146680,2943588
1625870831023,8,6,33,82,21,141861,1813503
1625873688083,8,6,33,80,22,155650,2525268
1625872056498,8,8,10,20,1,4047,3
1625872087622,8,8,10,24,2,15338,42
1625872119507,8,8,10,22,3,16178,251
1625872152403,8,8,10,22,4,14723,369
1625872187504,8,8,10,22,5,15632,778
1625872219583,8,8,10,24,6,15374,1418
1625872259637,8,8,10,22,7,21712,2708
1625872298980,8,8,10,20,8,19282,4620
1625872346665,8,8,10,23,9,20336,7733
1625872396449,8,8,10,22,10,18058,13124
1625872458761,8,8,10,23,11,18271,22114
1625872532377,8,8,10,25,12,18933,34189
1625872612359,8,8,10,22,13,17141,43810
1625872710691,8,8,10,21,14,19188,58155
1625872844943,8,8,10,23,15,22756,86997
1625873015451,8,8,10,24,16,23275,121708
1625873231759,8,8,10,21,17,27057,161074
1625873485405,8,8,10,23,18,27732,196483
1625873803862,8,8,10,22,19,29422,260713
1625874114350,8,8,10,23,20,16398,278073
1625874533776,8,8,10,21,21,30399,357686
1625875081201,8,8,10,24,22,33891,476603
1625875135709,8,8,19,45,1,7471,0
1625875233391,8,8,19,49,2,48589,36
1625875327759,8,8,19,42,3,47380,162
1625875427619,8,8,19,50,4,51040,507
1625875536890,8,8,19,44,5,54314,1663
1625875647211,8,8,19,42,6,52577,2640
1625875759899,8,8,19,42,7,50645,6802
1625875876226,8,8,19,48,8,50896,11132
1625875995450,8,8,19,46,9,55046,12427
1625876128695,8,8,19,44,10,55102,23707
1625876282272,8,8,19,47,11,56997,39475
1625876461940,8,8,19,45,12,59621,59034
1625876668323,8,8,19,45,13,57949,89704
1625876930367,8,8,19,44,14,60068,137553
1625877259013,8,8,19,44,15,64722,197453
1625877851612,8,8,19,43,16,74389,449118
1625878719736,8,8,19,48,17,84208,693281
1625879653015,8,8,19,46,18,92481,750078
1625880591989,8,8,19,47,19,88196,756882
1625881894514,8,8,19,45,20,97276,1101376
1625883776422,8,8,19,44,21,101682,1676534
1625886515925,8,8,19,49,22,102523,2525373
1625886723818,8,8,33,82,1,17010,1
1625887066036,8,8,33,78,2,170148,59
1625887421692,8,8,33,80,3,176491,294
1625887776333,8,8,33,84,4,171847,878
1625888147429,8,8,33,83,5,185857,2211
1625888517019,8,8,33,81,6,181649,4482
1625888887334,8,8,33,77,7,184024,6959
1625889251015,8,8,33,80,8,173551,13908
1625889642053,8,8,33,77,9,179317,28345
1625890045880,8,8,33,74,10,179592,46198
1625890481665,8,8,33,79,11,175040,77837
1625891025195,8,8,33,81,12,188452,161103
1625891660666,8,8,33,81,13,185207,261847
1625892404651,8,8,33,77,14,181994,374144
1625893373251,8,8,33,82,15,185314,574562
1625894701213,8,8,33,84,16,199404,906639
1625896457473,8,8,33,82,17,203959,1334314
1625898548228,8,8,33,85,18,203054,1624443
1625901994438,8,8,33,81,19,249404,2923340
1625905289135,8,8,33,86,20,257925,2781791
1625909357320,8,8,33,81,21,236961,3551906
1625913269354,8,8,33,76,22,269634,3369386
1625872163028,6,8,10,22,1,2793,2
1625872185105,6,8,10,21,2,11199,29
1625872207813,6,8,10,22,3,11115,556
1625872230451,6,8,10,20,4,12320,277
1625872258767,6,8,10,23,5,11691,980
1625872283157,6,8,10,22,6,12050,1336
1625872310711,6,8,10,21,7,14323,2472
1625872342627,6,8,10,22,8,11405,7317
1625872377115,6,8,10,23,9,12318,9060
1625872416938,6,8,10,24,10,12321,13561
1625872458487,6,8,10,23,11,10908,17679
1625872508472,6,8,10,21,12,14217,21429
1625872571073,6,8,10,25,13,13856,31402
1625872653948,6,8,10,25,14,14397,51376
1625872759754,6,8,10,23,15,17348,70252
1625872905571,6,8,10,25,16,17928,107888
1625873099214,6,8,10,25,17,21003,149979
1625873313271,6,8,10,22,18,14801,185094
1625873542685,6,8,10,21,19,13333,201376
1625873813211,6,8,10,23,20,13131,244110
1625874188103,6,8,10,24,21,25707,321917
1625874629936,6,8,10,22,22,29301,378453
1625874674209,6,8,19,45,1,5756,0
1625874750628,6,8,19,42,2,37529,48
1625874824567,6,8,19,47,3,37950,174
1625874899780,6,8,19,46,4,37760,416
1625874977942,6,8,19,46,5,38627,924
1625875059008,6,8,19,45,6,39559,2189
1625875145682,6,8,19,43,7,40915,3898
1625875232955,6,8,19,46,8,40002,6570
1625875329420,6,8,19,48,9,39583,14490
1625875430535,6,8,19,43,10,39577,20169
1625875545550,6,8,19,44,11,39930,33676
1625875681353,6,8,19,46,12,44163,48002
1625875849200,6,8,19,48,13,46607,74966
1625876059068,6,8,19,44,14,46978,114864
1625876324923,6,8,19,43,15,48504,165059
1625876688567,6,8,19,46,16,53407,253391
1625877243049,6,8,19,45,17,55717,441931
1625877873257,6,8,19,45,18,54964,518925
1625878978941,6,8,19,39,19,73757,961726
1625879833499,6,8,19,43,20,67985,700284
1625881335163,6,8,19,45,21,80652,1338517
1625882914953,6,8,19,43,22,82635,1403681
1625883076284,6,8,33,75,1,13255,0
1625883345952,6,8,33,74,2,137772,46
1625883611396,6,8,33,75,3,132832,204
1625883880637,6,8,33,87,4,134582,682
1625884143320,6,8,33,77,5,131556,1621
1625884407589,6,8,33,78,6,129835,3074
1625884674412,6,8,33,78,7,130330,5559
1625884955700,6,8,33,81,8,134694,11468
1625885243628,6,8,33,78,9,129395,22465
1625885539122,6,8,33,83,10,131921,32090
1625885862024,6,8,33,81,11,135121,53345
1625886235697,6,8,33,83,12,136402,94616
1625886712379,6,8,33,80,13,141888,185963
1625887289330,6,8,33,78,14,143459,284351
1625887918193,6,8,33,81,15,143415,331697
1625888795480,6,8,33,81,16,145379,573633
1625890029214,6,8,33,80,17,153481,915347
1625891342971,6,8,33,77,18,154314,977845
1625893661629,6,8,33,77,19,186111,1961394
1625895983621,6,8,33,75,20,184493,1938084
1625898989718,6,8,33,79,21,189587,2608844
1625902672675,6,8,33,81,22,193328,3280811
1625921523662,4,4,10,21,1,1091,2
1625921529184,4,4,10,25,2,2685,30
1625921534843,4,4,10,22,3,3096,106
1625921540010,4,4,10,19,4,2564,278
1625921546777,4,4,10,19,5,2972,734
1625921553052,4,4,10,21,6,2551,1231
1625921561103,4,4,10,21,7,3162,2446
1625921572664,4,4,10,23,8,2762,5467
1625921583577,4,4,10,20,9,2309,5310
1625921600792,4,4,10,21,10,3603,9488
1625921624021,4,4,10,22,11,3746,15083
1625921658812,4,4,10,23,12,4815,24812
1625921704985,4,4,10,24,13,5479,34804
1625921766941,4,4,10,22,14,4797,50280
1625921856630,4,4,10,20,15,6660,74486
1625921977463,4,4,10,24,16,7003,105761
1625922164726,4,4,10,23,17,8848,167626
1625922394685,4,4,10,23,18,10312,207833
1625922670122,4,4,10,23,19,11642,252097
1625922975597,4,4,10,21,20,3104,298946
1625923338145,4,4,10,25,21,3650,354924
1625923834900,4,4,10,21,22,17802,459739
1625922779994,6,4,4,7,1,795,0
1625922780814,6,6,4,7,1,1261,2
1625922782531,6,4,4,7,2,1214,27
1625922785069,6,6,4,7,2,2136,32
1625922785230,6,4,4,6,3,1168,65
1625922788436,6,4,4,8,4,1113,323
1625922790011,6,6,4,7,3,2226,133
1625922792076,6,4,4,8,5,1272,645
1625922795300,6,6,4,7,4,2357,505
1625922795992,6,4,4,7,6,1963,570
1625922800553,6,4,4,7,7,1393,1296
1625922800658,6,6,4,8,5,2018,742
1625922805684,6,4,4,7,8,2190,1631
1625922806865,6,6,4,8,6,2951,1030
1625922811575,6,4,4,7,9,1733,2834
1625922814070,6,6,4,8,7,3176,1355
1625922818989,6,4,4,9,10,1962,3247
1625922821204,6,6,4,7,8,2079,2363
1625922827489,6,4,4,6,11,2000,4334
1625922828237,6,6,4,7,9,2110,2910
1625922837478,6,6,4,6,10,1959,4853
1625922838110,6,4,4,8,12,1699,6931
1625922850137,6,6,4,8,11,2821,6170
1625922852984,6,4,4,9,13,2088,9957
1625922863275,6,6,4,7,12,3262,7913
1625922871026,6,4,4,8,14,2474,11900
1625922881034,6,6,4,6,13,3167,12079
1625922892275,6,4,4,8,15,1809,17524
1625922898548,6,6,4,8,14,1684,13390
1625922919321,6,6,4,8,15,2212,16299
1625922919798,6,4,4,8,16,2907,21493
1625922947150,6,6,4,7,16,2739,21074
1625922957645,6,4,4,8,17,3669,29357
1625922987191,6,6,4,7,17,5011,30413
1625923000271,6,4,4,7,18,1975,38699
1625923029809,6,6,4,8,18,3075,35790
1625923051186,6,4,4,7,19,1829,46196
1625923087337,6,6,4,9,19,5850,44830
1625923119082,6,4,4,8,20,2352,61322
1625923171692,6,6,4,6,20,7328,66252
1625923206156,6,4,4,7,21,2823,81333
1625923269674,6,6,4,7,21,7285,82386
1625923327389,6,4,4,9,22,9728,99882
1625923374242,6,4,33,83,1,9056,0
1625923395476,6,6,4,8,22,9575,104778
1625923445228,6,4,33,82,2,36801,48
1625923480330,6,6,33,75,1,11232,0
1625923526387,6,4,33,74,3,37715,325
1625923604039,6,4,33,75,4,38490,654
1625923650204,6,6,33,76,2,84770,45
1625923694605,6,4,33,83,5,44488,1846
1625923783975,6,4,33,80,6,46509,2999
1625923820206,6,6,33,82,3,90039,221
1625923872472,6,4,33,86,7,39004,8170
1625923959624,6,4,33,77,8,37364,12837
1625923977302,6,6,33,78,4,81086,654
1625924062690,6,4,33,81,9,40802,21719
1625924133631,6,6,33,84,5,75561,2178
1625924176004,6,4,33,80,10,40780,33715
1625924292399,6,6,33,79,6,75628,3248
1625924320571,6,4,33,83,11,39519,63415
1625924460092,6,6,33,82,7,79487,7707
1625924511507,6,4,33,86,12,43255,101001
1625924645437,6,6,33,80,8,83001,12883
1625924756233,6,4,33,82,13,44979,150721
1625924840156,6,6,33,81,9,86480,23436
1625925067079,6,6,33,78,10,87335,42208
1625925123446,6,4,33,83,14,48437,266994
1625925325942,6,6,33,76,11,90037,67620
1625925581027,6,4,33,81,15,54722,342071
1625925615486,6,6,33,80,12,93932,94894
1625925957639,6,6,33,82,13,92056,152107
1625926174222,6,4,33,80,16,59087,478631
1625926453506,6,6,33,78,14,96097,300322
1625926930358,6,4,33,77,17,53392,642671
1625927038077,6,6,33,82,15,100839,373560
1625927719778,6,6,33,83,16,109429,468917
1625927832689,6,4,33,80,18,67912,767318
1625928942876,6,6,33,83,17,100519,1003742
1625929309170,6,4,33,83,19,77771,1321607
1625930457924,6,6,33,78,18,119298,1266329
1625931312274,6,4,33,82,20,76961,1848228
1625932105726,6,6,33,81,19,122226,1376966
1625933079062,6,4,33,77,21,82902,1589586
1625934430100,6,6,33,79,20,141711,2042622
1625935275081,6,4,33,79,22,95925,2009072
1625936899733,6,6,33,79,21,137244,2199053
1625939248958,6,6,33,82,22,141564,2054580
1625922499921,4,6,33,81,1,9450,3
1625922540193,4,8,33,79,1,12780,2
1625922613014,4,6,33,82,2,54530,42
1625922725748,4,6,33,81,3,57594,188
1625922731658,4,8,33,82,2,98692,63
1625922844665,4,6,33,80,4,59482,568
1625922923495,4,8,33,77,3,98445,205
1625922958615,4,6,33,79,5,57242,1305
1625923071405,4,6,33,83,6,54299,2675
1625923106485,4,8,33,79,4,90609,609
1625923198668,4,6,33,80,7,56960,4901
1625923306589,4,8,33,76,5,103519,2452
1625923326295,4,6,33,84,8,56363,11549
1625923462386,4,6,33,83,9,61923,16926
1625923505282,4,8,33,82,6,98382,2721
1625923620765,4,6,33,81,10,64634,31780
1625923718995,4,8,33,81,7,100294,7553
1625923793069,4,6,33,80,11,65883,47689
1625923914133,4,8,33,78,8,92152,9564
1625923979733,4,6,33,78,12,59208,68245
1625924118439,4,8,33,76,9,93397,15937
1625924201630,4,6,33,80,13,62316,101021
1625924332070,4,8,33,84,10,90437,26012
1625924485809,4,6,33,81,14,62691,156161
1625924580197,4,8,33,82,11,102130,45798
1625924860772,4,8,33,75,12,107693,70681
1625924867987,4,6,33,83,15,64093,248143
1625925223711,4,8,33,83,13,117270,127338
1625925452000,4,6,33,80,16,77097,430201
1625925658480,4,8,33,85,14,131764,179796
1625926088755,4,6,33,82,17,78758,479771
1625926159471,4,8,33,74,15,120905,260007
1625926824686,4,8,33,78,16,127557,415438
1625926848632,4,6,33,86,18,79975,597754
1625927498638,4,8,33,80,17,117945,426170
1625927773755,4,6,33,81,19,86826,754806
1625928311803,4,8,33,81,18,127681,546760
1625929188088,4,6,33,82,20,90131,1208105
1625929570702,4,8,33,79,19,174450,915755
1625930998302,4,6,33,81,21,112402,1582092
1625931171734,4,8,33,79,20,165970,1276684
1625933208264,4,8,33,79,21,162601,1695024
1625933885224,4,6,33,76,22,114305,2638386
1625933888295,4,6,4,8,1,1087,0
1625933891359,4,6,4,8,2,1279,36
1625933893874,4,6,4,8,3,1183,83
1625933898260,4,6,4,7,4,1852,221
1625933902512,4,6,4,8,5,1599,456
1625933905798,4,6,4,8,6,1218,788
1625933911207,4,6,4,8,7,1720,1425
1625933917122,4,6,4,7,8,1752,2296
1625933926030,4,6,4,7,9,1543,5784
1625933936499,4,6,4,8,10,3211,5257
1625933952315,4,6,4,8,11,2480,8860
1625933973106,4,6,4,9,12,2421,15010
1625933996389,4,6,4,6,13,1277,20561
1625934023823,4,6,4,8,14,1731,23902
1625934064222,4,6,4,8,15,2132,36240
1625934123687,4,6,4,8,16,4718,47315
1625934183459,4,6,4,9,17,2719,53969
1625934258540,4,6,4,9,18,2262,70411
1625934360377,4,6,4,7,19,5628,88769
1625934473819,4,6,4,7,20,2575,108621
1625934656458,4,6,4,7,21,9541,161459
1625934887506,4,6,4,7,22,11758,206141
1625935728264,4,8,33,75,22,195892,2132012
1625935731931,4,8,4,9,1,709,0
1625935735647,4,8,4,8,2,1705,22
1625935739614,4,8,4,8,3,2267,80
1625935743260,4,8,4,8,4,1895,218
1625935747579,4,8,4,8,5,1547,1047
1625935752429,4,8,4,8,6,2232,861
1625935757569,4,8,4,8,7,1947,1594
1625935763145,4,8,4,8,8,1468,2159
1625935771016,4,8,4,8,9,1964,2529
1625935780802,4,8,4,7,10,2831,4764
1625935793834,4,8,4,7,11,2497,7550
1625935806382,4,8,4,7,12,1668,8641
1625935826818,4,8,4,8,13,3044,13913
1625935853733,4,8,4,8,14,3447,19625
1625935888638,4,8,4,7,15,4377,26299
1625935936124,4,8,4,7,16,3685,39165
1625936002018,4,8,4,7,17,6229,53859
1625936085693,4,8,4,9,18,5601,70781
1625936200013,4,8,4,7,19,6926,97921
1625936341528,4,8,4,8,20,8420,123234
1625936490274,4,8,4,6,21,2659,144016
1625936662696,4,8,4,7,22,2618,167549
1625921692980,8,8,19,43,1,11371,2
1625921808640,8,8,19,42,2,58707,58
1625921933528,8,8,19,48,3,64025,228
1625922070551,8,8,19,45,4,65764,882
1625922198011,8,8,19,46,5,57389,2271
1625922337815,8,8,19,49,6,67676,3588
1625922475279,8,8,19,42,7,60308,6195
1625922625203,8,8,19,47,8,64827,14320
1625922786524,8,8,19,47,9,67800,22193
1625922967486,8,8,19,46,10,74256,38326
1625923168136,8,8,19,45,11,65700,56838
1625923402111,8,8,19,43,12,72349,85988
1625923687530,8,8,19,44,13,71500,128720
1625924017649,8,8,19,44,14,76349,177355
1625924518589,8,8,19,44,15,75143,340017
1625925199100,8,8,19,42,16,83257,511084
1625925872824,8,8,19,42,17,94993,495513
1625926659274,8,8,19,48,18,88493,607291
1625927697197,8,8,19,43,19,85217,845320
1625929391229,8,8,19,43,20,102657,1484896
1625931991250,8,8,19,42,21,119337,2351354
1625935074583,8,8,19,44,22,129489,2821171
1625924367414,6,8,4,8,1,2357,33
1625924373780,6,8,4,7,2,3063,49
1625924381933,6,8,4,8,3,2524,88
1625924389811,6,8,4,7,4,3729,173
1625924396356,6,8,4,8,5,3139,414
1625924404668,6,8,4,7,6,3330,696
1625924411768,6,8,4,7,7,3468,934
1625924420198,6,8,4,7,8,3941,1693
1625924427870,6,8,4,8,9,2593,2376
1625924439699,6,8,4,8,10,3704,4423
1625924452133,6,8,4,8,11,2838,6350
1625924466274,6,8,4,7,12,3218,7683
1625924487285,6,8,4,6,13,4593,12485
1625924511476,6,8,4,8,14,3963,15464
1625924538948,6,8,4,7,15,3735,20261
1625924570406,6,8,4,7,16,2771,25253
1625924627012,6,8,4,9,17,7176,41956
1625924695548,6,8,4,7,18,9641,51212
1625924779629,6,8,4,8,19,7547,66839
1625924881386,6,8,4,8,20,8022,84286
1625925003472,6,8,4,8,21,3693,113512
1625925182149,6,8,4,8,22,14510,149611
1625925200262,6,8,10,26,1,2879,0
1625925229467,6,8,10,23,2,14870,33
1625925261606,6,8,10,22,3,14956,215
1625925298070,6,8,10,24,4,15719,1243
1625925328093,6,8,10,23,5,14637,1404
1625925360677,6,8,10,20,6,16303,2620
1625925394562,6,8,10,22,7,16496,4000
1625925432230,6,8,10,20,8,15097,8584
1625925472017,6,8,10,23,9,14546,10393
1625925522003,6,8,10,21,10,16218,16251
1625925586828,6,8,10,25,11,16080,30810
1625925664362,6,8,10,24,12,18842,40132
1625925749093,6,8,10,23,13,11724,56071
1625925861294,6,8,10,22,14,18932,75080
1625925986105,6,8,10,23,15,13931,95697
1625926162117,6,8,10,23,16,21457,131967
1625926414626,6,8,10,20,17,22302,204287
