id,concepts,relations,elements,role,scene,encoding&recognition [ms],learning&structuring [ms]
1625787392561,6,6,4,8,12,3317,9885
1625787401907,2,6,33,82,5,40781,1199
1625787413363,6,6,4,8,13,4408,13342
1625787436020,6,6,4,6,14,3197,16965
1625787469883,6,6,4,6,15,5242,23069
1625787486504,2,6,33,85,6,41635,4133
1625787506506,4,2,33,64,22,11706,980693
1625787507087,4,2,4,6,1,167,0
1625787507652,4,2,4,6,2,245,21
1625787508507,4,2,4,6,3,281,60
1625787509298,4,2,4,6,4,303,160
1625787510302,4,2,4,6,5,344,308
1625787512129,6,2,33,64,19,44749,680938
1625787512220,4,2,4,6,6,555,970
1625787513476,6,6,4,7,16,5950,31377
1625787514821,4,2,4,6,7,398,1622
1625787518106,4,2,4,6,8,672,2041
1625787522767,4,2,4,6,9,469,3344
1625787529717,4,4,19,43,15,19263,151771
1625787531792,4,2,4,6,10,366,7101
1625787541399,4,2,4,6,11,554,8466
1625787557227,4,2,4,6,12,1171,13575
1625787564530,2,6,33,80,7,32875,6907
1625787570557,6,6,4,7,17,6760,44059
1625787574815,4,8,10,19,18,11838,174240
1625787578027,4,2,4,6,13,1319,17474
1625787598208,6,4,10,24,20,20532,428726
1625787603576,4,2,4,6,14,655,24306
1625787605784,2,8,19,45,22,61173,897264
1625787629165,6,6,4,7,18,2541,52425
1625787645002,4,2,4,6,15,2190,36611
1625787655857,2,6,33,79,8,36189,14186
1625787665665,2,8,33,80,1,6418,0
1625787705693,4,2,4,6,16,2607,53983
1625787717699,6,6,4,9,19,4548,75726
1625787760471,2,6,33,75,9,41586,22840
1625787791754,4,4,19,44,16,19678,218441
1625787794457,4,2,4,6,17,5109,79165
1625787802599,2,8,33,83,2,68316,39
1625787820008,6,6,4,7,20,6833,89604
1625787830622,2,2,10,18,22,9530,527742
1625787833391,2,2,19,36,1,562,0
1625787838465,2,2,19,36,2,2354,588
1625787842864,2,2,19,36,3,1654,163
1625787845577,6,8,33,75,19,279511,1030379
1625787847774,2,2,19,36,4,2060,756
1625787855158,2,2,19,36,5,1986,2545
1625787863880,2,2,19,36,6,1777,4712
1625787870375,2,6,33,78,10,40019,30170
1625787874103,4,8,10,23,19,21082,252843
1625787874750,2,2,19,36,7,2311,5147
1625787886179,4,2,4,6,18,688,90133
1625787889839,2,2,19,36,8,1915,10018
1625787909280,2,2,19,36,9,1754,13981
1625787935367,2,2,19,36,10,1792,20144
1625787940144,2,8,33,80,3,67678,157
1625787956129,6,6,4,7,21,9520,114637
1625787975877,2,2,19,36,11,1647,33872
1625788008688,2,6,33,79,11,42644,51960
1625788028083,2,2,19,36,12,1786,45770
1625788029583,4,2,4,6,19,5944,131598
1625788071676,2,8,33,81,4,68048,556
1625788082183,4,6,10,20,22,31722,683913
1625788097023,2,2,19,36,13,1655,61123
1625788108919,4,6,19,46,1,4697,0
1625788109807,6,6,4,7,22,6097,140626
1625788122307,4,4,19,46,17,22394,282722
1625788124647,6,6,10,22,1,3193,0
1625788149059,6,6,10,22,2,11823,270
1625788154050,2,6,33,75,12,41319,60024
1625788156003,4,6,19,46,2,23838,50
1625788172044,6,6,10,22,3,10634,153
1625788188725,6,4,10,23,21,25113,533946
1625788190012,2,2,19,36,14,2326,81361
1625788196272,6,6,10,22,4,11594,366
1625788198645,2,8,33,84,5,62678,1402
1625788202064,4,6,19,43,3,23612,489
1625788204029,4,2,4,6,20,6239,160402
1625788219541,6,6,10,23,5,10774,1129
1625788235369,4,8,10,23,20,27809,303623
1625788248749,6,6,10,22,6,11697,2145
1625788261333,4,6,19,45,4,25450,468
1625788281772,6,6,10,20,7,13519,4088
1625788312882,6,6,10,22,8,13781,6107
1625788327436,4,6,19,46,5,35155,1500
1625788329049,2,2,19,36,15,1395,126366
1625788332931,2,4,33,84,22,15744,859014
1625788333876,2,4,4,7,1,185,0
1625788335184,2,4,4,7,2,743,59
1625788336619,2,4,4,8,3,377,94
1625788337701,2,4,4,8,4,421,152
1625788339598,2,4,4,7,5,906,458
1625788341978,2,4,4,9,6,447,1019
1625788342890,2,8,33,79,6,69763,2837
1625788345102,6,6,10,23,9,12445,7990
1625788346007,2,4,4,8,7,678,2244
1625788351631,2,4,4,7,8,973,3541
1625788359222,2,4,4,7,9,717,5909
1625788363983,2,6,33,75,13,45178,111664
1625788370575,2,4,4,7,10,2409,7590
1625788383758,6,6,10,22,10,12865,12990
1625788385295,2,4,4,8,11,1731,11228
1625788387639,4,6,19,45,6,27871,3193
1625788406419,6,2,33,64,20,32746,818382
1625788407041,2,4,4,7,12,1184,19044
1625788429554,6,6,10,25,11,12474,20345
1625788439332,2,4,4,9,13,1708,28117
1625788448518,4,6,19,44,7,26875,5622
1625788458975,4,2,4,6,21,276,237418
1625788477209,2,2,19,36,16,1868,133929
1625788479024,2,8,33,79,7,66871,5668
1625788483057,2,4,4,7,14,2670,37914
1625788485724,6,6,10,23,12,11917,30315
1625788509468,4,6,19,42,8,25077,9539
1625788546728,2,4,4,7,15,3850,55781
1625788559490,6,6,10,23,13,12905,46655
1625788575533,2,6,33,81,14,38716,116838
1625788583293,4,6,19,48,9,29806,17110
1625788597470,4,4,19,51,18,28010,418498
1625788616654,2,4,4,8,16,1151,68095
1625788618287,2,8,33,83,8,64043,10709
1625788649004,6,6,10,24,14,14434,61034
1625788649160,8,6,33,78,21,266519,2157155
1625788661868,2,2,19,36,17,2246,169035
1625788662918,4,6,19,47,10,27916,24831
1625788702271,4,8,10,22,21,37931,393941
1625788716996,2,4,4,7,17,4176,90879
1625788737913,4,2,4,6,22,6596,257172
1625788740574,4,2,10,18,1,1148,0
1625788743921,4,2,10,18,2,1622,86
1625788747349,4,2,10,18,3,1598,191
1625788751507,4,2,10,18,4,1919,393
1625788755360,2,8,33,80,9,58576,17950
1625788756084,4,2,10,18,5,2186,1152
1625788756967,4,6,19,44,11,29147,37534
1625788762565,4,2,10,18,6,2053,2588
1625788769845,4,2,10,18,7,1781,3913
1625788776965,6,6,10,23,15,14232,95740
1625788780948,4,2,10,18,8,1615,7396
1625788794768,4,2,10,18,9,1734,9846
1625788818359,2,6,33,76,15,46695,147729
1625788821068,4,2,10,18,10,2356,20130
1625788848473,4,2,10,18,11,3133,21533
1625788855517,2,4,4,7,18,829,126975
1625788871329,4,6,19,50,12,29433,57010
1625788890269,4,2,10,18,12,1391,36561
1625788898316,2,2,19,36,18,2471,214117
1625788916580,2,8,33,80,10,66749,25442
1625788931496,6,4,10,23,22,27850,671968
1625788960497,6,6,10,22,16,17761,141837
1625788963128,6,4,19,46,1,4535,0
1625788977200,4,2,10,18,13,9048,73594
1625789012817,6,4,19,45,2,22232,66
1625789054757,4,6,19,48,13,33269,115040
1625789058909,6,4,19,43,3,23969,248
1625789077221,2,4,4,8,19,5488,208474
1625789091826,4,2,10,18,14,6104,102593
1625789104256,6,4,19,44,4,21594,910
1625789114644,2,8,33,83,11,78831,47182
1625789150629,8,8,33,82,19,309034,1141638
1625789152863,6,4,19,44,5,25274,1788
1625789159705,6,6,10,21,17,11403,177177
1625789182960,4,4,19,44,19,29874,523616
1625789185875,2,6,33,83,16,31862,268729
1625789194871,6,4,19,40,6,18486,4215
1625789216415,4,2,10,18,15,4592,112299
1625789243184,6,4,19,44,7,19006,6931
1625789247552,4,6,19,46,14,35831,122472
1625789254723,2,2,19,36,19,1530,333731
1625789299436,6,4,19,45,8,19819,11791
1625789321201,2,8,33,83,12,72802,62319
1625789324745,2,4,4,8,20,8061,230941
1625789331830,4,8,10,21,22,33987,556619
1625789362603,6,6,10,24,18,10432,182620
1625789365991,6,4,19,48,9,22655,22395
1625789371833,4,8,19,48,1,5589,0
1625789376477,4,2,10,18,16,3225,146377
1625789447280,4,8,19,49,2,35025,117
1625789449021,6,4,19,44,10,23543,33501
1625789490144,4,6,19,48,15,33650,162985
1625789541160,4,8,19,48,3,45709,289
1625789557321,2,8,33,83,13,63220,86455
1625789570883,6,4,19,46,11,26314,70607
1625789603808,6,2,33,64,21,42951,1107680
1625789610258,4,2,10,18,17,8250,217087
1625789617509,2,6,33,84,17,54634,316107
1625789625582,4,8,19,44,4,43486,1072
1625789631382,6,8,33,77,20,281908,1226111
1625789652485,2,4,4,7,21,10618,304291
1625789670050,2,2,19,36,20,1722,389722
1625789701478,6,6,10,22,19,22491,288768
1625789703525,6,4,19,45,12,23267,85349
1625789711810,4,8,19,48,5,41614,2029
1625789799593,4,8,19,46,6,42297,2972
1625789808100,4,6,19,44,16,37356,239191
1625789827766,2,8,33,78,14,74605,123981
1625789866880,6,4,19,41,13,27440,106584
1625789888553,4,2,10,18,18,8924,258853
1625789892527,4,8,19,43,7,41160,5374
1625789957641,4,4,19,43,20,29446,707950
1625789984307,4,8,19,45,8,39857,11450
1625790037926,2,4,4,7,22,11955,355861
1625790041505,2,4,10,22,1,872,0
1625790045443,2,4,10,24,2,1840,27
1625790050142,2,4,10,23,3,2034,193
1625790056382,2,4,10,23,4,2755,791
1625790061680,2,4,10,23,5,2441,745
1625790071925,2,4,10,22,6,2675,4638
1625790081577,2,4,10,23,7,2570,4907
1625790099031,2,4,10,24,8,3252,11232
1625790105467,4,8,19,48,9,54001,18246
1625790107366,6,6,10,22,20,30341,341161
1625790115243,6,4,19,44,14,29253,184054
1625790121839,2,4,10,22,9,4637,14603
1625790151527,2,4,10,24,10,4416,21074
1625790187841,2,8,33,80,15,76083,192961
1625790189662,2,4,10,22,11,3429,29913
1625790213120,2,2,19,36,21,2356,510086
1625790225568,4,8,19,48,10,45567,28781
1625790226905,2,6,33,82,18,55425,471445
1625790238733,4,6,19,48,17,40169,346389
1625790243036,2,4,10,25,12,4104,45201
1625790281861,4,2,10,18,19,7339,366277
1625790316495,2,4,10,23,13,4330,63941
1625790364412,4,8,19,49,11,41726,47674
1625790397325,6,4,19,42,15,33395,215370
1625790422182,2,4,10,21,14,6510,92586
1625790544119,4,8,19,48,12,49763,67046
1625790560616,6,6,10,24,21,13213,423633
1625790575515,2,4,10,23,15,5657,139969
1625790600404,2,8,33,81,16,77190,233238
1625790754204,4,8,19,45,13,50864,106611
1625790756943,2,4,10,22,16,9169,163635
1625790803680,4,2,10,18,20,5807,493954
1625790811442,6,4,19,44,16,34721,341366
1625790827982,4,6,19,46,18,44947,493382
1625790909602,2,2,19,36,22,2946,658488
1625790916411,2,2,33,64,1,1691,0
1625790927372,2,2,33,64,2,5176,375
1625790938688,2,2,33,64,3,5932,446
1625790955605,2,2,33,64,4,4885,767
1625790975700,2,2,33,64,5,6235,6402
1625790983236,2,4,10,21,17,9155,204746
1625790984573,2,6,33,81,19,69085,603504
1625790991010,4,8,19,45,14,53269,120926
1625790999067,2,2,33,64,6,8429,6212
1625791023017,2,2,33,64,7,6821,8816
1625791051196,2,2,33,64,8,5248,15026
1625791093768,2,2,33,64,9,7389,24386
1625791112460,2,8,33,80,17,94522,306101
1625791131763,2,2,33,64,10,7279,21762
1625791136212,4,4,19,44,21,43003,1085491
1625791179918,2,2,33,64,11,6762,31925
1625791188522,6,6,10,23,22,32986,560044
1625791232845,6,6,19,47,1,6063,0
1625791246251,2,2,33,64,12,7158,47659
1625791261692,6,2,33,64,22,52370,1548230
1625791262989,6,2,4,6,1,317,0
1625791264895,6,2,4,6,2,988,92
1625791265983,6,2,4,6,3,483,65
1625791267695,6,2,4,6,4,459,635
1625791269358,6,2,4,6,5,641,408
1625791272248,6,2,4,6,6,1033,1169
1625791275347,6,2,4,6,7,927,1477
1625791276989,2,4,10,23,18,2675,270706
1625791279597,6,2,4,6,8,959,2371
1625791284504,6,2,4,6,9,595,3167
1625791285182,4,8,19,45,15,60470,184641
1625791291211,6,2,4,6,10,662,5186
1625791295677,6,6,19,48,2,32653,44
1625791298718,6,2,4,6,11,523,6216
1625791314061,6,2,4,6,12,1486,11700
1625791325767,2,2,33,64,13,5480,61841
1625791331101,6,2,4,6,13,1925,13013
1625791352781,6,4,19,48,17,38231,465847
1625791355145,6,2,4,6,14,1209,21732
1625791366837,6,6,19,45,3,33646,200
1625791383807,6,2,4,6,15,641,26991
1625791417439,6,2,4,6,16,1655,30429
1625791425209,4,2,10,18,21,18263,584127
1625791436638,6,6,19,43,4,35295,773
1625791437553,2,2,33,64,14,5676,92494
1625791457307,6,2,4,6,17,1073,37751
1625791466354,8,8,33,80,20,337545,1632712
1625791500571,4,6,19,49,19,48413,575425
1625791506132,6,6,19,46,5,31180,1710
1625791512330,6,2,4,6,18,1972,50856
1625791587562,2,2,33,64,15,5965,127258
1625791592796,6,6,19,50,6,44602,3807
1625791612168,6,2,4,6,19,12667,78903
1625791655585,2,4,10,23,19,11409,353533
1625791657015,4,8,19,47,16,53572,248489
1625791680943,6,6,19,45,7,45118,8477
1625791719960,6,2,4,6,20,3324,101279
1625791726433,2,8,33,80,18,102292,399319
1625791772296,6,6,19,43,8,37669,13090
1625791778133,2,2,33,64,16,5705,165437
1625791860786,6,6,19,43,9,31867,19609
1625791864686,6,2,4,6,21,7924,126676
1625791947780,2,6,33,81,20,104718,782290
1625791968247,6,6,19,48,10,35279,31778
1625791991305,2,2,33,64,17,6182,187593
1625791992833,6,4,19,48,18,39382,561066
1625792010027,6,2,4,6,22,832,143295
1625792013065,6,2,10,18,1,706,0
1625792013236,8,6,33,73,22,238685,2836946
1625792017790,6,2,10,18,2,2287,92
1625792018605,8,6,4,9,1,1536,0
1625792023016,6,2,10,18,3,2006,383
1625792026788,8,6,4,8,2,4132,87
1625792028862,6,2,10,18,4,2111,498
1625792034432,8,6,4,7,3,3512,78
1625792035367,6,2,10,18,5,2298,1069
1625792041536,8,6,4,7,4,3044,236
1625792043152,6,2,10,18,6,2154,2664
1625792049128,8,6,4,8,5,4125,386
1625792052551,6,2,10,18,7,3289,3688
1625792056250,8,6,4,8,6,2882,659
1625792064391,4,8,19,43,17,57332,294221
1625792064518,8,6,4,6,7,3393,1186
1625792065857,6,2,10,18,8,2718,6973
1625792071329,6,8,33,83,21,317852,1850200
1625792073984,8,6,4,7,8,3443,2199
1625792078399,2,4,10,25,20,14935,392541
1625792082440,8,6,4,7,9,2957,2709
1625792082704,6,2,10,18,9,2841,11439
1625792083039,6,6,19,44,11,34967,46266
1625792092232,8,6,4,8,10,2884,3809
1625792103721,8,6,4,7,11,2984,4743
1625792115862,6,2,10,18,10,2935,19995
1625792127111,8,6,4,7,12,3603,14633
1625792156492,8,6,4,8,13,7660,13277
1625792163951,6,2,10,18,11,3004,40261
1625792178952,4,2,10,18,22,8852,712341
1625792185471,8,6,4,8,14,7053,15269
1625792185708,4,2,19,36,1,1661,0
1625792195437,4,2,19,36,2,4647,46
1625792207536,4,2,19,36,3,5906,318
1625792213873,8,6,4,8,15,3347,21021
1625792215847,6,2,10,18,12,3833,44764
1625792219502,4,2,19,36,4,5460,518
1625792233171,4,2,19,36,5,5445,2400
1625792249720,4,2,19,36,6,5324,5233
1625792251545,8,6,4,7,16,6204,26347
1625792257866,6,6,19,48,12,43131,86343
1625792267010,4,2,19,36,7,5428,6431
1625792273113,2,2,33,64,18,11091,252288
1625792275678,6,2,10,18,13,3963,53252
1625792287263,4,2,19,36,8,5672,9636
1625792296260,8,6,4,7,17,7089,30823
1625792318402,4,2,19,36,9,5084,18099
1625792359351,6,2,10,18,14,5003,71311
1625792363860,4,2,19,36,10,6377,31586
1625792363864,8,6,4,8,18,8593,49103
1625792414309,4,2,19,36,11,5302,38303
1625792422712,4,4,19,47,22,45976,1189682
1625792427456,8,6,4,8,19,3783,54346
1625792438664,2,8,33,75,19,100903,514393
1625792440298,6,6,19,43,13,39735,103878
1625792462937,6,2,10,18,15,5715,90874
1625792465980,4,6,19,43,20,65370,841952
1625792466854,4,4,33,82,1,7617,0
1625792478171,4,2,19,36,12,5804,50050
1625792501179,8,6,4,7,20,5717,63861
1625792535289,4,4,33,87,2,34937,37
1625792559617,4,2,19,36,13,7103,65153
1625792576160,6,2,10,18,16,2514,107454
1625792609896,8,6,4,7,21,9677,87194
1625792610267,4,8,19,43,18,61904,419730
1625792610515,4,4,33,82,3,38142,167
1625792620937,2,2,33,64,19,5280,314686
1625792655080,6,6,19,45,14,40924,130091
1625792659244,2,4,10,20,21,14499,546181
1625792668853,4,2,19,36,14,7968,93098
1625792678323,4,4,33,81,4,33414,555
1625792713212,8,6,4,8,22,3620,94895
1625792733935,8,6,10,25,1,4470,0
1625792744170,6,2,10,18,17,5385,143239
1625792758781,4,4,33,77,5,34369,1956
1625792777320,8,6,10,21,2,21803,82
1625792813036,8,6,10,23,3,19147,150
1625792841189,6,4,19,46,19,36210,760757
1625792845333,4,2,19,36,15,8488,155648
1625792845526,8,6,10,21,4,14733,512
1625792857037,4,4,33,84,6,48129,4413
1625792882265,8,6,10,20,5,18660,927
1625792920619,8,6,10,22,6,17601,1794
1625792955825,8,6,10,24,7,15214,2886
1625792957572,4,4,33,78,7,45988,8411
1625792997153,8,6,10,21,8,18680,6132
1625793001953,6,6,19,45,15,42643,254916
1625793008990,6,2,10,18,18,8788,244418
1625793042881,8,6,10,23,9,16609,10390
1625793052862,4,2,19,36,16,6645,181166
1625793060704,4,4,33,80,8,43560,15625
1625793081318,2,6,33,81,21,75851,962098
1625793087209,8,6,10,21,10,15784,12731
1625793094716,2,2,33,64,20,5051,433309
1625793144027,8,6,10,19,11,17405,19496
1625793170169,4,4,33,79,9,40774,26915
1625793212056,8,6,10,24,12,17695,31752
1625793276793,6,2,10,18,19,12216,243546
1625793282164,4,4,33,78,10,38692,36553
1625793296391,8,6,10,21,13,17945,46556
1625793298947,4,2,19,36,17,9981,223769
1625793337927,4,8,19,46,19,61622,594861
1625793343088,2,8,33,83,20,106167,676702
1625793362549,6,6,19,48,16,51042,249435
1625793424512,2,4,10,24,22,13103,719340
1625793427455,8,6,10,24,14,19307,86928
1625793432576,2,4,19,43,1,1441,0
1625793445972,2,4,19,44,2,6349,28
1625793453243,4,4,33,78,11,39607,88209
1625793458818,2,4,19,43,3,6108,111
1625793473537,2,4,19,45,4,7243,761
1625793491834,2,4,19,46,5,6728,989
1625793515025,2,4,19,45,6,8232,4522
1625793543364,2,4,19,44,7,11525,7876
1625793569864,2,4,19,48,8,9336,7431
1625793578803,8,6,10,25,15,19131,106911
1625793601908,2,4,19,43,9,8071,15874
1625793602333,4,6,19,44,21,57359,1008848
1625793639905,2,4,19,48,10,8283,20180
1625793641840,4,4,33,79,12,44312,102347
1625793645341,6,2,10,18,20,2720,361959
1625793666370,4,2,19,36,18,3642,340119
1625793674762,2,2,33,64,21,4799,531635
1625793690052,2,4,19,41,11,8894,32168
1625793759614,8,6,10,23,16,24524,126163
1625793762249,2,4,19,44,12,8908,52487
1625793844045,4,4,33,84,13,41071,116902
1625793850132,2,4,19,45,13,11569,66648
1625793869675,6,6,19,47,17,62629,390246
1625793919069,6,4,19,42,20,57279,968856
1625793941986,8,6,10,22,17,16657,151190
1625793963627,2,4,19,46,14,10765,83483
1625794090310,6,2,10,18,21,18466,402447
1625794119197,4,2,19,36,19,5240,419887
1625794124244,4,4,33,82,14,45504,184346
1625794145428,2,4,19,41,15,14111,154548
1625794235197,8,8,33,78,21,400437,1959134
1625794251115,8,6,10,22,18,31103,246323
1625794293554,4,8,19,47,20,92189,766224
1625794352324,2,4,19,45,16,11624,179837
1625794413084,2,2,33,64,22,5388,683283
1625794422176,8,4,4,7,1,697,0
1625794426043,8,4,4,7,2,1596,19
1625794429487,8,4,4,8,3,2100,59
1625794434576,8,4,4,7,4,1950,134
1625794438004,8,4,4,8,5,1378,223
1625794442517,8,4,4,8,6,2405,415
1625794446559,8,4,4,7,7,1299,674
1625794451028,8,4,4,8,8,1379,1390
1625794457336,8,4,4,7,9,2083,1947
1625794465037,8,4,4,6,10,1837,3697
1625794473287,8,4,4,8,11,1532,5040
1625794484070,8,4,4,9,12,1925,6323
1625794488632,4,4,33,83,15,50099,266131
1625794497098,8,4,4,6,13,2039,8853
1625794514445,8,4,4,7,14,2581,12095
1625794515528,2,8,33,78,21,135856,900284
1625794534823,2,6,33,82,22,97836,1252141
1625794536304,8,4,4,6,15,3405,15638
1625794536308,2,6,4,8,1,262,0
1625794538601,2,6,4,7,2,900,44
1625794541644,2,6,4,6,3,1968,86
1625794544733,2,6,4,8,4,1050,803
1625794547429,2,6,4,7,5,858,507
1625794550998,2,6,4,7,6,950,1107
1625794555954,2,6,4,8,7,1022,2629
1625794562413,2,6,4,7,8,1360,3596
1625794563621,8,4,4,7,16,2205,22823
1625794569093,2,6,4,6,9,848,4976
1625794581045,2,6,4,6,10,1691,8519
1625794581740,6,6,19,46,18,54671,591501
1625794595215,8,4,4,8,17,3018,25306
1625794597199,2,6,4,9,11,843,12742
1625794613157,8,6,10,21,19,37747,291493
1625794618920,2,6,4,8,12,2238,16619
1625794620950,2,4,19,46,17,15254,238050
1625794633809,8,4,4,8,18,2329,32967
1625794642306,2,6,4,8,13,855,21601
1625794649124,6,2,10,18,22,19931,519498
1625794656530,6,2,19,36,1,1967,0
1625794669282,6,2,19,36,2,6015,33
1625794684760,6,2,19,36,3,7532,539
1625794684888,2,6,4,7,14,2832,36515
1625794688353,4,2,19,36,20,4476,526339
1625794691624,8,4,4,9,19,4543,46571
1625794698610,6,2,19,36,4,6698,399
1625794712993,6,2,19,36,5,5584,1439
1625794730647,6,2,19,36,6,6420,3629
1625794738552,2,6,4,7,15,4151,44531
1625794752266,6,2,19,36,7,7057,6157
1625794764842,8,4,4,7,20,6239,58242
1625794780558,6,2,19,36,8,7623,13152
1625794810745,6,2,19,36,9,7563,14426
1625794813980,2,6,4,7,16,4589,65797
1625794849636,6,2,19,36,10,8459,22313
1625794855361,8,4,4,8,21,8892,71526
1625794898717,6,2,19,36,11,8002,33171
1625794906053,2,6,4,7,17,4624,81494
1625794914567,6,8,33,78,22,343786,2159228
1625794915171,2,4,19,44,18,5859,262470
1625794919449,6,8,4,8,1,1319,0
1625794925910,4,4,33,86,16,43308,343394
1625794927746,6,8,4,8,2,3538,32
1625794934616,6,8,4,8,3,2981,77
1625794941705,6,8,4,7,4,2805,478
1625794948750,6,8,4,8,5,3084,465
1625794957197,6,8,4,7,6,3760,1258
1625794963575,8,4,4,6,22,10080,87199
1625794967083,6,2,19,36,12,7425,52980
1625794967220,6,8,4,8,7,4141,1844
1625794972723,8,4,10,24,1,2584,0
1625794976696,4,6,19,44,22,67290,1245947
1625794977626,6,8,4,7,8,3606,2543
1625794988311,8,4,10,24,2,7201,30
1625794991201,6,8,4,7,9,4409,4609
1625794999471,2,6,4,7,18,1149,89930
1625795004120,8,4,10,23,3,7416,136
1625795005063,6,8,4,7,10,3682,6552
1625795014764,8,6,10,25,20,30357,335823
1625795018957,8,4,10,21,4,6930,501
1625795023214,6,8,4,7,11,4786,8805
1625795033813,8,4,10,22,5,7031,563
1625795042986,6,8,4,9,12,3336,11905
1625795046483,4,6,33,75,1,9928,1
1625795050197,8,4,10,20,6,7789,1445
1625795052852,6,2,19,36,13,7330,69579
1625795064840,6,8,4,8,13,3659,14516
1625795067355,8,4,10,23,7,6842,2443
1625795095785,8,4,10,24,8,16555,4779
1625795109035,6,8,4,6,14,5399,33021
1625795125338,8,4,10,23,9,9983,9850
1625795157146,2,6,4,6,19,7196,141841
1625795159596,8,4,10,22,10,8446,14438
1625795161609,6,8,4,9,15,9390,34573
1625795200259,8,4,10,22,11,9464,19512
1625795212946,4,6,33,82,2,77712,45
1625795216048,6,8,4,7,16,5196,45336
1625795227200,6,2,19,36,14,8443,153872
1625795250161,8,4,10,22,12,10177,28841
1625795256114,6,4,19,47,21,55848,1223046
1625795275597,6,8,4,8,17,4867,50926
1625795314213,8,4,10,20,13,11694,42099
1625795325378,2,6,4,8,20,2524,164143
1625795325741,4,2,19,36,21,4929,598067
1625795347223,6,8,4,7,18,5454,61483
1625795349651,2,4,19,45,19,4989,397058
1625795376205,4,6,33,81,3,85488,363
1625795395857,8,4,10,21,14,9299,60693
1625795400865,6,2,19,36,15,10503,150732
1625795407995,6,6,19,42,19,62374,698879
1625795431853,6,8,4,6,19,3450,77011
1625795449795,4,8,19,41,21,88036,980291
1625795461198,4,4,33,84,17,43527,441137
1625795483904,8,4,10,22,15,7086,73920
1625795523215,4,6,33,82,4,76761,872
1625795523259,6,8,4,9,20,4394,83236
1625795532740,2,6,4,7,21,9299,186475
1625795554330,8,6,10,22,21,33412,467350
1625795593975,8,4,10,23,16,7692,95005
1625795612378,6,2,19,36,16,11759,186269
1625795642903,6,8,4,9,21,6998,106021
1625795678398,4,6,33,82,5,76425,1766
1625795792237,8,4,10,22,17,15408,161686
1625795834148,2,6,4,8,22,9590,277605
1625795839314,2,6,10,22,1,756,0
1625795847475,2,6,10,24,2,4401,27
1625795857224,2,6,10,24,3,4256,326
1625795860355,6,8,4,6,22,12974,185980
1625795861848,4,6,33,78,6,89042,4964
1625795868539,2,6,10,19,4,5879,1111
1625795878692,2,6,10,23,5,3945,1091
1625795885043,6,8,10,25,1,4455,0
1625795890963,2,6,10,22,6,5245,2316
1625795904586,2,6,10,23,7,5095,3247
1625795918095,2,4,19,48,20,22840,519102
1625795918890,2,6,10,23,8,4638,5054
1625795920932,6,8,10,23,2,19245,67
1625795937501,2,6,10,19,9,4579,9414
1625795955226,6,8,10,22,3,17336,137
1625795963042,2,6,10,22,10,4479,15237
1625795975178,2,8,33,78,22,144700,1163803
1625795978349,2,8,4,7,1,780,0
1625795981378,2,8,4,8,2,950,70
1625795983942,2,8,4,6,3,885,82
1625795987223,2,8,4,8,4,1374,216
1625795990657,2,8,4,6,5,1288,772
1625795994713,6,8,10,21,4,21150,563
1625795995033,2,8,4,8,6,1333,1005
1625795996252,6,2,19,36,17,13610,355475
1625795997809,2,6,10,24,11,6722,22453
1625796000409,2,8,4,8,7,1563,2324
1625796008583,2,8,4,8,8,1430,3653
1625796019907,2,8,4,7,9,2051,6445
1625796021801,8,4,10,23,18,20256,188325
1625796035030,2,8,4,7,10,2312,10143
1625796036557,6,8,10,21,5,19722,1538
1625796039677,4,6,33,82,7,83018,7592
1625796048685,2,6,10,23,12,5486,38676
1625796055597,2,8,4,6,11,2703,15220
1625796076277,6,8,10,24,6,17865,2370
1625796081078,2,8,4,9,12,2758,20312
1625796109762,2,8,4,8,13,1805,25485
1625796111050,2,6,10,23,13,7240,48323
1625796116429,6,8,10,23,7,16793,4699
1625796144320,2,8,4,7,14,1283,31045
1625796162182,6,8,10,24,8,21233,6547
1625796179253,4,2,19,36,22,15345,810262
1625796187656,2,6,10,22,14,7263,60187
1625796191422,4,2,33,64,1,2728,0
1625796196651,4,4,33,82,18,50100,635010
1625796197163,2,8,4,7,15,2566,44145
1625796200616,6,8,10,19,9,13756,8891
1625796204325,4,6,33,78,8,79617,14023
1625796209262,4,2,33,64,2,8908,35
1625796226985,4,2,33,64,3,9100,160
1625796238349,8,4,10,24,19,11234,197026
1625796245319,4,2,33,64,4,8241,272
1625796247712,8,6,10,22,22,38799,615207
1625796249221,6,8,10,23,10,17534,13107
1625796265316,4,2,33,64,5,8805,1404
1625796267600,2,8,4,7,16,4184,60382
1625796287032,4,2,33,64,6,9693,2469
1625796291873,2,6,10,25,15,6522,87932
1625796296536,8,6,19,45,1,7961,0
1625796309117,6,8,10,23,11,19259,22424
1625796309653,4,2,33,64,7,9704,4026
1625796350951,4,2,33,64,8,10534,8718
1625796369234,2,8,4,7,17,5179,89987
1625796377659,4,6,33,81,9,70464,19603
1625796393963,8,6,19,42,2,47299,48
1625796396724,6,2,19,36,18,17204,360592
1625796397894,4,2,33,64,9,12585,17784
1625796399664,6,8,10,23,12,29175,38718
1625796457538,4,2,33,64,10,12252,30122
1625796464382,6,6,19,47,20,66906,907009
1625796469741,2,6,10,21,16,7214,158031
1625796498812,8,6,19,48,3,53419,230
1625796500756,6,8,10,23,13,23039,53725
