1625754838767, 2-2, 2, 2, 2, 2, 1, 27, 0, 1, 0, 0, 49, 132, 15221144;
1625754838854, 2-2, 2, 2, 2, 2, 2, 31, 3, 1, 9, 0, 27, 87, 25851464;
1625754838868, 2-4, 2, 4, 2, 2, 1, 43, 0, 0, 0, 0, 111, 172, 20961512;
1625754838980, 2-2, 2, 2, 3, 4, 1, 25, 0, 0, 0, 0, 58, 95, 41274728;
1625754839049, 2-4, 2, 4, 2, 3, 2, 90, 5, 0, 9, 0, 59, 181, 51031896;
1625754839228, 2-2, 2, 2, 3, 4, 2, 61, 0, 0, 39, 0, 69, 248, 66274520;
1625754839307, 2-4, 2, 4, 3, 5, 1, 56, 0, 0, 1, 0, 141, 212, 89348800;
1625754839375, 2-2, 2, 2, 4, 6, 1, 28, 0, 0, 0, 0, 75, 117, 89823872;
1625754839616, 2-2, 2, 2, 4, 6, 2, 96, 8, 0, 19, 0, 92, 241, 126170920;
1625754839647, 2-4, 2, 4, 3, 4, 2, 148, 10, 0, 23, 0, 136, 340, 150995056;
1625754839725, 2-2, 2, 2, 2, 2, 1, 19, 0, 0, 0, 0, 31, 78, 135741664;
1625754839793, 2-2, 2, 2, 2, 2, 2, 23, 5, 0, 8, 0, 19, 68, 146486664;
1625754839935, 2-2, 2, 2, 3, 4, 1, 31, 0, 0, 0, 0, 62, 104, 161719968;
1625754839957, 2-4, 2, 4, 4, 8, 1, 60, 0, 1, 0, 10, 197, 270, 212152128;
1625754840086, 2-2, 2, 2, 3, 4, 2, 80, 5, 1, 10, 0, 42, 151, 181782608;
1625754840229, 2-2, 2, 2, 4, 6, 1, 40, 0, 1, 0, 0, 69, 117, 204254496;
1625754840419, 2-2, 2, 2, 4, 6, 2, 62, 5, 0, 26, 0, 78, 190, 240800256;
1625754840440, 2-4, 2, 4, 4, 8, 2, 210, 11, 0, 16, 0, 215, 483, 314955008;
1625754840536, 2-2, 2, 2, 2, 2, 1, 15, 0, 0, 0, 0, 31, 90, 250292160;
1625754840618, 2-4, 2, 4, 2, 3, 1, 33, 0, 0, 0, 0, 75, 119, 336763568;
1625754840619, 2-2, 2, 2, 2, 2, 2, 28, 3, 1, 9, 0, 27, 83, 262662176;
1625754840789, 2-2, 2, 2, 3, 4, 1, 28, 0, 0, 0, 0, 100, 137, 277851744;
1625754840802, 2-4, 2, 4, 2, 2, 2, 58, 4, 0, 33, 0, 75, 184, 363455040;
1625754840930, 2-2, 2, 2, 3, 4, 2, 49, 5, 1, 14, 0, 52, 140, 301547408;
1625754841070, 2-2, 2, 2, 4, 6, 1, 28, 0, 1, 0, 0, 69, 106, 323446888;
1625754841073, 2-4, 2, 4, 3, 5, 1, 61, 0, 0, 0, 0, 151, 227, 400754672;
1625754841306, 2-2, 2, 2, 4, 6, 2, 92, 3, 1, 15, 0, 103, 236, 356564920;
1625754841434, 2-4, 2, 4, 3, 5, 2, 136, 19, 0, 24, 0, 156, 361, 465148088;
1625754841734, 2-4, 2, 4, 4, 8, 1, 50, 0, 0, 0, 0, 194, 255, 525593016;
1625754842133, 2-4, 2, 4, 4, 7, 2, 175, 7, 0, 13, 0, 171, 399, 624438680;
1625754842250, 2-4, 2, 4, 2, 2, 1, 21, 0, 1, 0, 0, 52, 79, 645077360;
1625754842393, 2-4, 2, 4, 2, 3, 2, 66, 4, 0, 7, 0, 54, 143, 672807304;
1625754842598, 2-4, 2, 4, 3, 5, 1, 36, 0, 0, 0, 7, 126, 172, 710475256;
1625754842891, 2-4, 2, 4, 3, 4, 2, 128, 10, 0, 21, 0, 114, 293, 770564144;
1625754843210, 2-4, 2, 4, 4, 8, 1, 59, 0, 0, 0, 0, 211, 282, 830782352;
1625754843654, 2-4, 2, 4, 4, 6, 2, 185, 8, 0, 10, 0, 222, 444, 926432440;
