scene idx, Pre-Recognition, Learning, Posto-Recognition, Pre-Recognition, Learning, Posto-Recognition, Pre-Recognition, Learning, Post-Recognition [all in milliseconds]

    (types:2-relations:2) -> 5 Elements
14	4037	33417	4638		1602	37141	1569		3833	42293	3886
15	6439	44395	6720		2104	48268	1910		4130	55940	5527
16	5508	67247	6665		5460	62323	5593		1637	81207	1687
17	1413	75976	1621		6879	81175	8843		7474	104871	8055
18	7672	111155	9259		8799	114329	9708		8746	130013	9084

    (types:4-relations:6) -> 11 Elements							
1	775	6	5668		812	3	6193		800	3	6918
2	5214	31	5922		5569	38	5811		7173	36	6753
3	5794	163	5947		5908	166	5912		7012	170	6449
4	6107	418	5892		5722	493	5758		6455	439	6384
5	6099	1309	6087		5892	1103	6099		6530	1227	6748
6	6075	2267	6363		6033	2435	6126		6719	1968	6811
7	6221	4220	6370		6091	5227	6539		7050	3656	8091
8	6548	8140	6780		6345	8365	7004		6957	6024	6546
9	7934	13936	8025		7208	13050	7500		6610	10456	7305
10	9892	25180	8279		7044	21842	7906		5595	13184	5785
11	8559	34512	9731		8478	32997	8840		5713	19020	6193
12	11486	46667	10542		8897	46467	11085		8445	28788	9744
13	11246	70654	11035		10053	69772	10103		8823	43919	9945
14	11421	89548	13915		10449	88408	13448		10171	61625	11773
15	13634	127504	14440		12830	129354	13532		12201	93404	14722
16	14291	145523	13312		16278	176109	18334		13833	132004	15677
17	12426	180246	19871		17437	253677	18587		17107	178868	16149
18	22722	368324	23026		18266	345080	23092		16431	245370	22874

    (types:4-relations:6) -> 17 Elements
1	1532	4	16755		1804	35	13910		1436	4	11743
2	15573	26	14122		13393	51	11156		11772	38	12192
3	12320	100	12753		11551	203	12148		11835	174	12045
4	12108	325	12709		12265	484	12995		12555	485	12551
5	12453	911	12112		11648	1171	11589		13490	1449	14280
6	13281	2637	12957		13747	2613	12712		13822	2620	14033
7	13009	3939	12655		12808	4854	11925		14057	4682	14138
8	13488	6632	14372		11709	7035	12827		15330	8371	14657
9	12889	11033	14139		13284	11072	12814		15497	15162	15287
10	14116	19436	15095		13412	18097	11747		15726	24115	15487
11	15041	29730	15610		11680	26581	16823		15364	37253	16357
12	17077	48935	18295		16304	51194	16935		16362	54427	17294
13	18410	72982	19511		17356	70174	19767		17849	78966	19701
14	24636	135386	29119		20793	119271	22414		20689	124840	21896
15	27464	176932	32739		22313	157661	24732		22150	155227	23223
16	30227	254990	34536		25048	206907	26951		26209	243385	27905
17	39491	368437	36441		28124	286965	31604		27728	322537	30202
18	39707	507735	41884		31790	383511	31415		32381	428714	35289

    (types:4-relations:6) -> 30 Elements
1	5268	45	42581		3458	6	38958		5268	45	42581
2	44988	100	48270		39340	41	41164		44988	100	48270
3	49428	355	48963		42885	210	41965		49428	355	48963
4	50362	773	42365		40660	624	41364		50362	773	42365
5	46285	2344	46358		40727	1858	41734		46285	2344	46358
6	46640	4715	49180		41244	3168	42461		46640	4715	49180
7	45823	6244	48361		41485	6012	42835		45823	6244	48361
8	48391	13482	47189		43201	11579	44174		48391	13482	47189
9	54521	23484	56839		43510	21465	44878		54521	23484	56839
10	54631	41713	54165		43642	36381	45245		54631	41713	54165
11	51669	57380	68775		45474	55722	51614		51669	57380	68775
12	67692	110969	68512		53029	92731	50740		67692	110969	68512
13	75500	149378	52726		50847	110056	52035		75500	149378	52726
14	55939	195490	61090		52831	182512	64114		55939	195490	61090
15	57920	318956	70506		60620	270702	65143		57920	318956	70506
16	61923	479157	79047		61243	327765	66559		61923	479157	79047
17	87057	682577	94780		64561	560475	69887		87057	682577	94780
18	89384	917687	109101		69944	774182	78270		89384	917687	109101

######################################################################################################
    (types:6-relations:2) -> 5 Elements
1	715	56	1337		343	5	656		186	3	489
2	1555	350	1391		465	16	420		474	35	634
3	993	213	1111		424	62	481		517	140	635
4	977	576	966		505	228	444		579	345	748
5	2585	769	1059		493	692	746		525	794	589
6	1110	1312	2433		539	851	670		458	1268	455
7	1124	1673	794		621	1717	661		1008	2570	946
8	686	1948	773		712	2463	778		907	3574	1114
9	781	3160	702		946	3871	1048		544	5736	688
10	731	4644	690		1148	6685	1377		575	8381	859
11	631	4929	667		575	10150	598		780	11569	644
12	640	7270	625		2024	15676	2176		2020	19327	2442
13	1194	10639	1423		486	19775	473		2572	26719	3282
14	2967	25618	3344		623	32830	749		539	37524	513
15	3897	38841	4989		547	36518	663		4371	52725	4440
16	4480	51671	6186		3583	52883	4549		6079	82405	6147
17	2052	67964	1851		4274	84118	6411		1393	105141	1762
18	2579	106388	2612		611	106743	823		7091	133453	6469

    (types:6-relations:2) -> 11 Elements
1	414	3	1502		504	4	2170		507	3	2329
2	1568	48	2396		1626	35	1818		1566	38	1579
3	2159	119	1912		1500	317	1866		2142	152	1638
4	1958	310	1764		1817	584	2149		2057	802	2306
5	2388	816	2376		1893	1396	2062		2013	1336	2307
6	2535	2081	2287		1718	2761	1963		2316	2826	2273
7	2917	5045	3586		1781	4390	2077		2404	6621	2801
8	3280	10270	2577		2591	9656	2602		2498	11757	2816
9	2482	15041	3538		2538	13032	3104		2656	16741	1937
10	3628	22482	3975		3270	22686	3544		3310	24208	3697
11	4029	35767	3626		3376	35778	4383		3906	44443	4769
12	3644	54769	4063		4175	53157	4672		2086	50631	1916
13	4256	70777	4948		5017	85936	4795		6030	78937	8519
14	5514	107757	7559		5028	106199	7293		6307	117361	7801
15	6918	155327	8613		7159	149060	8641		7263	163312	12209
16	9474	266824	10396		8530	224048	9256		10798	244402	11590
17	13117	311023	13647		10018	310613	13208		15838	269496	15959
18	16139	414988	20222		13649	392747	17499		13883	331414	15685

    (types:6-relations:2) -> 17 Elements
1	1130	31	3496		862	5	4504		796	3	3165
2	3653	175	4610		5311	41	4426		3217	35	3211
3	3347	271	3219		4021	159	3682		3335	168	3397
4	3362	379	4263		3646	380	4563		3286	494	3751
5	3404	844	3348		3813	1389	4275		3044	1375	3348
6	3529	2356	3319		4566	2755	4396		4132	2085	3793
7	3506	5571	4459		4360	5806	4149		3605	5423	4038
